src,tgt,hyp,ref,task,label
С кем ты планируешь ехать в Австралию?,Who do you plan to go to Australia with?,Who are you planning to go to Australia with?,either,MT,0
Тяжело было?,How hard was that?,Was it hard?,either,MT,1
"Вы не против, если я задам вам несколько вопросов медицинского характера?",Is it OK if I ask you a few medical questions?,Do you mind if I ask you a few questions of a medical nature?,either,MT,1
Мы проверили.,We have checked.,We checked.,either,MT,0
"Интересно, когда пещерный человек сказал что-то подобное.",I wonder when a caveman said something like this.,I wonder when the caveman said something like that.,either,MT,1
Том здесь родился.,Tom was born here.,Tom was born here.,either,MT,0
Мои сыновья хотят купить одежду.,My kids want to buy clothes.,My sons want to buy clothes.,either,MT,1
"Том хочет, чтобы мы это сделали.",Tom wants us to do this.,Tom wants us to do it.,either,MT,0
Они улыбнулись друг другу.,They smiled at each other.,They smiled at each other.,either,MT,0
"Вы знаете, как Том попал внутрь?",Do you know how Tom got in?,Do you know how Tom got inside?,either,MT,0
Я играл в теннис.,I used to play tennis.,I played tennis.,either,MT,1
"Шахматисты с потрясающей памятью совершают невероятные подвиги, например, играя вслепую, одновременно, большое количество матчей.","Chess players with prodigious memories perform incredible feats, such as playing blindly, at the same time, a large number of matches.","Chess players with amazing memory perform incredible feats, for example, playing blindly, at the same time, a large number of matches.",either,MT,0
Я встретил одноклассника.,I met my classmate.,I met a classmate.,either,MT,1
Он реагирует.,He reacts.,He's reacting.,either,MT,1
Я не видел тебя почти три года.,I haven't seen you in almost three years.,I haven't seen you in nearly three years.,either,MT,0
Задавайте свой вопрос.,Ask your question.,Ask your question.,either,MT,0
Я полностью удовлетворён результатами.,I'm completely satisfied with the results.,I am completely satisfied with the results.,either,MT,0
Том любит откровенно высказываться.,Tom tends to speak his mind a lot.,Tom likes to speak openly.,either,MT,1
Почему кот мяукает?,Why's the cat meowing?,Why does the cat hurt?,either,MT,1
Я всегда был верен своему слову.,I've always been true to my word.,I have always been faithful to my word.,either,MT,0
Это происходит ведь уже не в первый раз?,Isn't it the first time it's happened?,"This isn't the first time it's happening, is it?",either,MT,1
Это невероятно.,This is unbelievable.,It's incredible.,either,MT,0
Ты когда-нибудь видел барсука?,Have you ever seen a badger?,Have you ever seen a badger?,either,MT,0
"Никто не понимает тебя так, как я.",No one understands you like I do.,No one understands you like me.,either,MT,0
"Я только однажды слышал, как Том играет на пианино.",I've only heard Tom play the piano once.,I only once heard Tom playing the piano.,either,MT,0
Что такое пандемия?,What is a pandemic?,What is a pandemic?,either,MT,0
Мэри родила мальчика.,Mary had a boy.,Mary gave birth to a boy.,either,MT,1
