src,tgt,hyp,ref,task,label
"Come here , <define> quick </define> !","Quickly, in a quick manner.",(informal) Quickly.,tgt,DM,0
"At street corners after dark in the West End , and up courts in the City , may be heard the hoarse cornet à piston , the <define> quakesome </define> flute , and eke the twanging harp , in trinity of dissonance ; [ ... ]",Characterised or marked by quaking,Resembling or characteristic of a quake.,tgt,DM,0
"Phase shift techniques for <define> pseudostereo </define> : ( a ) The circuit arrangement resembles the comb filter except that an all - pass phase shift network is used instead of signal delay ,   [ … ]","(sometimes, attributive) A technique or effect that simulates stereo, in sound or visual imagery.",Alternative form of pseudostereo,tgt,DM,1
"Of course , that does n't mean that parts of the home - buying process have n't been “ <define> webized </define> , ” or broken down into smaller pieces that can be done very efficiently online .","(internet, transitive) To adapt for the World Wide Web.",(transitive) To make (something) available on the World Wide Web.,tgt,DM,0
"Joan Bakewell was famously described as "" the <define> thinking man 's crumpet </define> "" .","(British, slang) An intelligent and good-looking woman, particularly one who has a high profile in the broadcast media.",(idiomatic) A person or thing that is thought-provoking.,tgt,DM,1
"In Dobu , the mother 's brother is held to be the harshest of all the relatives . “ The motherʼs brother may beat children long after their parents have ceased to do so , ” and they are forbidden to utter his name . There is a tender relationship with the “ navel , ” the motherʼs sisterʼs husband , who is the fatherʼs double , rather than with the father himself . Nevertheless , the father is considered “ less harsh ” than the motherʼs brother and will always seek , contrary to the laws of inheritance , to favor his son at the expense of his <define> uterine nephew </define> . And , finally , “ the strongest of all social bonds ” is the one between brother and sister.44",(anthropology) The son of one's sister.,"(chiefly, _, historical) A male relative who is not the biological son of the mother's husband or of the father's wife.",tgt,DM,1
the <define> contraction </define> of malaria,(medicine) The process of contracting a disease.,(medicine) The act of contracting.,tgt,DM,1
"In particular , we give an analytical identification of the mechanisms responsible for the <define> supernarrow </define> peaks observed recently in the spectrum of a mechanical realization of the system .",Extremely narrow.,Extremely narrow.,tgt,DM,0
To expressivity and simplicity of surface we must add one final factor that figures into the <define> glanceful </define> perception of environmental difficulties and the imperative to rectify them : the intensity of the conflict that engendered these difficulties .,Characterized by glances.,Pertaining to a glance.,tgt,DM,1
"E2A protein E47 , which forms heterodimers with NGN3 to regulate <define> proendocrine </define> gene transcription [ 44 ] coprecipitated with human NGN3 and was detected along with E12 , an alternately spliced form of E2A , in the mouse lysate ( Fig 1I , bottom right panel ) .",Relating to the production of endocrine secretions.,Of or pertaining to endocrinology.,tgt,DM,1
"Tenants have complained for years that the elevators are unsafe and unreliable , often stalling <define> midfloor </define> or refusing to work at all .",In the middle of a floor.,In the middle of a floor.,tgt,DM,0
“ There 's whooooo ? ” Bobby <define> snickles </define> .,"(intransitive, dialect) To laugh at someone or something",(intransitive) To laugh.,tgt,DM,1
"Roentgenogram showing malformation in second and third radiants , with <define> brachymesophalangia </define> and brachybasophalangia .","(medicine) The condition of having a short middle phalanx, often of the fifth digit on the hand.",(medicine) A type of malformation of the third radiate of the heart. [from 20th c.],tgt,DM,1
"Paul seemed relaxed , scanning the fields on either side of the muddy lane for <define> fieldfares </define>","A large thrush, Turdus pilaris, a bird of Eurasia.","(UK, dialect) A field mouse.",tgt,DM,1
"The interests of the Russian aristocracy — the <define> boyardom </define> — which by definition defended the social limitations on power ( since these were a matter of life and death for it ) , did not contradict the interests of the peasant proto - bourgeoisie , which by definition defended the economic limitations on power ( also a matter of life and death ) .",Boyars collectively.,(historical) The aristocracy of the Russian Empire.,tgt,DM,1
"At 1620:38 , the captain stated , "" got ta get it over again ... at least upside down we 're flyin . "" At 1620:49 , the CVR recorded sounds similar to engine compressor stalls and engine <define> spooldown </define> . At 1620:54 , the captain commanded deployment of the speedbrakes , and , about 1 second later , the first officer replied , "" got it . "" At 1620:56.2 , the captain stated , "" ah here we go . "" The FDR recording ended at 1620:56.3 , and the CVR recording ended at 1620:57.1 .","(aviation) The process of reduction of the rotational speed of a turbine engine, causing a reduction in thrust.",The act of spoiling.,tgt,DM,1
"The witness Gorman however seemed to attach blame to Arrowood for repeatedly reporting <define> misblends </define> during these weeks , when actually no wrong weights could be determined .",The act or result of misblending.,A mixture of two or more things that is not the same.,tgt,DM,1
"By making Henry steadfastly determined to do the decent and honorable thing , he avoids facing up to the complex <define> countertugs </define> of physical desire and social pressure   [ … ]",A tug in the opposite direction.,(figuratively) An opposing force.,tgt,DM,1
"Atopic patients with ichthyosis vulgaris often have keratosis pilaris and <define> hyperlinear </define> , exaggerated palm creases .",(dermatology) Having unusually pronounced creases marking the skin.,Extremely linear.,tgt,DM,1
"I swanny if I ever felt so in my life ! I was so anxious about that long letter that I sent to them to get printed for you , that I was dreadful loth to go in , and <define> eenamost </define> made up my mind to turn about and make tracks for the sloop agin !","(dialectal) almost, nearly.","(archaic, or, dialectal, Northern England, Scotland, Northern Ireland, Northern England, Northern Ireland) At the same time; at the same time.",tgt,DM,1
